,flight_number,origin,dest
272594,WN 2354,LGA,MCI
272724,9E 3455,PIT,LGA
272828,YX 6017,DCA,LGA
272919,C5 4950,EWR,BNA
272941,UA 1065,DTW,EWR
272951,C5 4882,MEM,EWR
273083,OO 3530,ROC,LGA
273088,YX 5876,CMH,LGA
273141,DL 645,LGA,ATL
273194,WN 6906,DAL,LGA
273241,9E 5442,JFK,SAV
273273,OO 4172,LGA,BNA
273279,UA 1063,ROC,EWR
273328,AA 1914,MIA,JFK
273492,DL 2192,STL,LGA
273502,UA 2010,EWR,LAS
273544,UA 1238,OMA,EWR
273561,DL 2005,LGA,FLL
273567,EV 4130,MKE,EWR
273603,YX 3427,EWR,GSP
273612,C5 4920,IND,EWR
273633,YX 6140,ROC,LGA
273653,EV 4487,EWR,SDF
273878,OO 4154,CLT,LGA
273955,AA 2533,JFK,MIA
274017,EV 4007,EWR,PIT
274024,AA 1748,CLT,LGA
274115,YX 3479,EWR,CLE
274149,AA 157,ATL,LGA
274172,AA 1427,LGA,RDU
274221,YX 6095,LGA,BNA
274232,WN 3566,LGA,MDW
274439,UA 1481,STT,EWR
274443,OO 3514,LGA,GRR
274495,AA 2586,ATL,JFK
274589,UA 1690,LGA,DEN
274671,9E 5200,LGA,SAV
274830,YX 3544,ORD,EWR
274839,WN 2909,FLL,LGA
275645,MQ 3568,LGA,MEM
275779,B6 2917,BOS,JFK
275842,OO 4096,LGA,ORD
275867,WN 38,LGA,TPA
275904,DL 887,JFK,DCA
275937,WN 3065,LGA,MKE
275990,DL 2370,PBI,LGA
276006,EV 4185,ORF,EWR
276037,YX 4366,LGA,RDU
276070,AA 309,JFK,MIA
276081,YX 3507,EWR,PWM
276403,WN 6177,HOU,LGA
276459,G7 6279,EWR,DTW
276561,WN 399,MDW,LGA
276576,OO 3659,MEM,LGA
276608,YX 4510,LGA,PBI
276635,YX 3677,EWR,AUS
276765,OO 3650,ROC,JFK
276812,WN 4187,STL,LGA
276922,C5 4888,PVD,EWR
276930,C5 4923,DCA,EWR
277052,9E 5104,LGA,SYR
277165,YX 3639,GSO,EWR
277341,9E 5428,LGA,CLE
277559,YX 6055,SDF,LGA
277584,EV 4269,ORF,EWR
277631,WN 1722,LGA,HOU
277719,WN 5263,MDW,LGA
277753,DL 2093,LAS,JFK
277771,EV 4395,EWR,DCA
277887,WN 4600,MDW,EWR
277980,C5 4891,GSO,EWR
278011,DL 2930,PHX,JFK
278099,YX 5891,LGA,IND
278129,C5 4969,EWR,CVG
278156,EV 4049,EWR,MCI
278333,UA 529,SDF,EWR
278414,YX 4400,LGA,ATL
278451,YX 6010,LGA,IND
278478,YX 4278,MSP,LGA
278537,EV 4251,RIC,EWR
278649,OO 4067,LGA,CLE
278684,DL 2713,LGA,TPA
278732,WN 5010,MDW,LGA
278790,YX 3534,EWR,BOS
278867,UA 455,BGR,EWR
278894,MQ 4149,LGA,GSO
278910,AA 528,CLT,LGA
278984,EV 4045,EWR,MEM
279175,9E 3282,JFK,CLT
279252,WN 4502,MDW,LGA
279331,9E 3468,LGA,CLE
279484,WN 3758,LGA,ATL
279504,WN 1347,DAL,LGA
279507,C5 4953,EWR,MKE
279540,DL 316,ATL,EWR
279564,9E 5430,BUF,LGA
279670,WN 4119,LGA,DEN
279754,9E 3420,LGA,GRR
279837,9E 5325,ORF,LGA
279961,MQ 4244,LGA,IND
279980,WN 3815,LGA,STL
280017,WN 3430,LGA,BNA
280018,WN 6112,LGA,DEN
280061,WN 1926,EWR,MDW
280335,OO 3718,JFK,BOS
280436,WN 5540,BWI,EWR
280523,DL 1659,LGA,MSY
280539,WN 3525,LGA,DEN
280603,EV 4237,EWR,ORF
280624,DL 2498,MSP,EWR
280658,G4 1227,AVL,EWR
280820,B6 2154,PBI,JFK
280848,C5 4918,EWR,IAD
280938,YX 4473,STL,LGA
280983,WN 3453,SAN,EWR
280997,G7 6278,DTW,EWR
281087,YX 3706,MSP,EWR
281181,UA 1643,EWR,RSW
281200,YX 3635,EWR,DCA
281242,YX 4434,ILM,LGA
281249,YX 3670,EWR,MIA
281313,WN 3880,LGA,DAL
281535,YX 3631,LGA,ORD
281543,YX 6113,LGA,MCI
281552,OO 3528,JFK,BOS
281618,UA 1878,ORD,EWR
281696,UA 1168,ATL,EWR
281719,OO 3743,LGA,PIT
281950,AA 110,ORD,LGA
281957,OO 3710,EWR,DTW
282001,OO 3571,LGA,BOS
282228,YX 5983,LGA,CHS
282297,DL 1816,JFK,JAX
282312,YX 6041,LGA,STL
282370,YX 5944,BUF,LGA
282575,9E 5006,SAV,LGA
282617,DL 1885,PBI,LGA
282618,MQ 3346,CLE,LGA
282702,WN 2205,LGA,MSY
282729,YX 6108,JAX,LGA
282763,DL 2289,LGA,PBI
282776,OO 3825,LGA,PIT
282848,9E 5181,LGA,STL
282872,YX 5920,CMH,LGA
282973,OO 3552,BNA,LGA
283075,YX 6030,CMH,LGA
283080,OO 3902,LGA,CLT
283133,YX 5913,LGA,DCA
283148,YX 5883,RSW,LGA
283154,C5 4925,EWR,BNA
283183,YX 6013,ROC,JFK
283186,YX 3677,MCI,EWR
283273,G7 6258,MSP,EWR
283327,AA 54,LGA,MIA
283521,YX 4458,EWR,IND
283675,OO 3581,BUF,LGA
283789,OO 3807,LGA,GSP
283847,WN 169,LGA,DEN
284256,YX 3496,RIC,EWR
284413,UA 361,EWR,SNA
284433,YX 3418,CVG,EWR
284447,YX 5953,RDU,LGA
284528,WN 2942,LGA,MSY
284615,DL 2248,LGA,ATL
284760,B6 2583,JFK,MCO
284824,DL 2022,SLC,JFK
284998,9E 4840,JFK,CHS
285020,WN 3691,TPA,LGA
285181,9E 3426,LGA,ORF
285194,MQ 4138,LGA,RDU
285222,YX 6038,LGA,STL
285239,YX 4274,LGA,IND
285261,WN 6654,TPA,LGA
285802,UA 1537,EWR,ORD
285806,WN 5502,LGA,MDW
285912,UA 1744,EWR,MCO
286042,EV 4017,CVG,EWR
286107,YX 3441,SAV,EWR
286109,YX 5872,IND,LGA
286117,WN 1012,TPA,LGA
286168,MQ 3315,LGA,ORF
286290,9E 5388,LGA,MSN
286300,9E 3314,LGA,CVG
286384,YX 6060,LGA,MSN
286498,OO 3796,LGA,GSO
286548,YX 5896,LGA,RDU
286574,WN 2390,DAL,LGA
286610,AA 203,LGA,MCO
286699,WN 5506,MDW,EWR
286708,WN 6293,LGA,HOU
286768,YX 3473,EWR,EYW
286832,UA 1627,SYR,EWR
286913,OO 3791,CHS,LGA
286954,WN 5050,LGA,DAL
287096,WN 3241,LGA,MCO
287115,C5 4959,SBN,EWR
287279,AA 1376,LGA,CLT
287285,DL 623,DTW,EWR
287336,UA 1043,EWR,ORD
287387,YX 5965,CLT,LGA
287416,WN 4525,MKE,LGA
287500,B6 938,BQN,JFK
287555,C5 4938,GSO,EWR
287579,9E 3367,MVY,LGA
287668,YX 5893,PIT,LGA
287687,AA 2306,SAN,JFK
287701,9E 5079,LGA,GRR
287898,DL 1174,PBI,LGA
287990,9E 5104,LGA,SAV
288261,G7 6196,EWR,DTW
288281,YX 3730,ORD,LGA
288442,WN 617,MKE,LGA
288461,G7 6301,DTW,EWR
288538,C5 4986,ORF,EWR
288592,DL 1043,LGA,MSY
288857,9E 3310,BTV,LGA
288911,WN 5986,LGA,MDW
289115,YX 4659,SDF,LGA
289487,DL 1957,JFK,MCO
289585,YX 6095,BOS,LGA
289597,YX 3601,EWR,AUS
289666,G7 6233,EWR,DTW
289783,WN 171,HOU,LGA
289812,YX 3508,EWR,CLE
289853,DL 698,JFK,ATL
289887,DL 690,LAX,JFK
289937,YX 3610,DAY,EWR
290054,EV 4030,MKE,EWR
290168,YX 3482,EWR,CLT
290192,9E 4775,GSP,LGA
290203,C5 4890,BNA,EWR
290224,YX 6027,JFK,RDU
290381,UA 1022,EWR,ORD
290392,WN 3179,DAL,LGA
290399,WN 2801,LGA,MCO
290508,YX 5868,LGA,BNA
290625,DL 498,LGA,TVC
290673,EV 4292,SYR,EWR
290849,C5 4923,EWR,MKE
290880,DL 459,BOS,LGA
290997,9E 4893,ORD,JFK
291033,YX 6073,BOS,LGA
291153,WN 4608,LGA,BNA
291161,9E 3476,LGA,RIC
291228,DL 1849,SJC,JFK
291335,9E 4883,RIC,JFK
291394,YX 4399,AVL,LGA
291418,UA 1460,EWR,ORD
291471,OO 5758,ORD,LGA
291501,9E 3424,LGA,CLT
291654,UA 1162,EWR,SAT
291725,DL 1713,LGA,BOS
291861,C5 4896,EWR,JAX
291970,YX 5924,IAH,LGA
292236,WN 3175,LGA,HOU
292421,AA 1626,MIA,LGA
292463,YX 4617,PBI,LGA
292473,UA 1762,EWR,IAD
292503,WN 5147,LGA,ATL
292610,G7 6268,EWR,MSP
292633,B6 1853,JFK,PBI
292762,WN 6657,LGA,HOU
292773,YX 5930,BUF,JFK
292841,9E 3356,STL,LGA
292897,WN 3135,EWR,DEN
292958,AA 170,CMH,LGA
293057,UA 1482,EWR,RDU
293110,MQ 3595,JFK,BOS
293170,DL 2817,MSY,LGA
293249,9E 4764,JFK,BTV
293381,WN 2118,EWR,BWI
293497,YX 4691,PBI,LGA
293574,YX 5872,LGA,GSO
294007,WN 5217,TPA,LGA
294023,9E 5439,DCA,JFK
294053,WN 5258,ATL,LGA
294145,EV 4121,CLE,EWR
294204,YX 5874,LGA,PIT
294410,YX 3698,EWR,AUS
294650,WN 2074,IND,EWR
294655,YX 5956,ROC,LGA
294691,OO 3694,CLE,LGA
294763,9E 3338,BWI,JFK
294808,ZW 3875,LGA,IAD
294819,9E 3408,LGA,CVG
294829,9E 4880,LGA,GSO
295063,YX 6061,BOS,JFK
295224,9E 3401,CLT,JFK
295236,UA 1683,LGA,ORD
295276,9E 5416,LGA,BUF
295354,UA 341,EWR,RDU
295374,YX 5897,LGA,ORF
295397,9E 3373,LEX,LGA
295485,DL 1131,SFO,JFK
295493,MQ 3659,LGA,MEM
295601,WN 3588,BNA,LGA
295621,C5 4911,AVL,EWR
295647,9E 5328,JFK,SRQ
295783,9E 5060,SAV,JFK
295840,WN 6917,BNA,LGA
295892,DL 1717,BOS,LGA
296105,WN 1344,MDW,EWR
296214,9E 5286,GRR,LGA
296238,WN 3304,EWR,MDW
296294,OO 3600,LGA,CLE
296298,EV 4378,DCA,EWR
296308,DL 1660,FLL,LGA
296349,UA 1539,EWR,PBI
296355,YX 3434,EWR,BGR
296505,OO 4135,BOS,LGA
296545,MQ 3421,LGA,SAV
296562,YX 6094,LGA,SYR
296579,YX 6033,LGA,CLT
296709,DL 1304,BOS,LGA
296718,C5 5003,MKE,EWR
296808,WN 1932,ATL,LGA
296840,WN 2731,LGA,STL
296848,YX 4486,JFK,IND
296910,WN 3457,EWR,PHX
296926,YX 4447,LGA,MSP
297042,OO 3542,MKE,LGA
297094,WN 2202,LGA,ATL
297265,WN 3430,EWR,MDW
297299,EV 4071,EWR,RDU
297367,OO 5673,ORD,LGA
297379,DL 1389,CLT,JFK
297416,YX 6021,JFK,SYR
297503,WN 2130,DEN,LGA
297612,YX 3496,EWR,MSP
297632,9E 4833,JAX,JFK
297725,YX 4417,DAB,LGA
297772,9E 3303,LGA,CLT
297851,9E 5244,BOS,JFK
297913,UA 38,DFW,EWR
298007,YX 5887,BUF,LGA
298425,YX 6089,LGA,ILM
298647,9E 5039,BOS,EWR
298676,9E 5405,LGA,CHS
298858,WN 3440,BNA,LGA
298948,WN 3720,DEN,LGA
299109,UA 1112,ATL,EWR
299342,DL 786,LGA,TPA
299395,DL 1007,JFK,DCA
299396,DL 2970,EWR,DTW
299401,WN 4992,MKE,LGA
299470,DL 2528,JFK,TPA
299594,YX 3612,RDU,EWR
299645,DL 711,LGA,BOS
299658,YX 3690,EWR,BOS
299672,WN 1685,EWR,MDW
299883,UA 1747,ORD,EWR
300006,9E 5323,BWI,JFK
300043,WN 2196,EWR,AUS
300099,YX 5978,LGA,BNA
300137,WN 774,LGA,MKE
300149,9E 3356,LGA,SAV
300464,WN 3461,DAL,LGA
300529,WN 2012,MDW,LGA
300708,YX 3567,IND,EWR
300750,UA 1444,CLT,EWR
300880,C5 4918,BNA,EWR
300926,WN 1123,MDW,LGA
301016,C5 4872,EWR,BNA
301296,OO 4005,GSO,LGA
301584,WN 3272,STL,LGA
301648,9E 3490,JAX,JFK
301699,OO 3980,LGA,ORD
301925,WN 5118,STL,LGA
301997,WN 2303,LGA,ATL
302053,WN 2263,LGA,MDW
302145,UA 1594,PHX,EWR
302459,9E 4787,MSP,EWR
302521,WN 1274,EWR,MDW
302550,OO 4115,CLT,LGA
302588,9E 3371,CLE,JFK
302600,YX 5954,LGA,CLT
302614,EV 4168,EWR,RDU
302630,9E 5055,STL,LGA
302775,YX 5928,CLT,LGA
302804,YX 5935,LGA,SDF
302815,C5 4919,EWR,MEM
302984,YX 3415,EWR,MSP
303047,DL 1179,DCA,JFK
303074,DL 805,SEA,JFK
303313,YX 3508,EWR,ATL
303331,OO 3919,BOS,LGA
303411,WN 1881,LGA,DAL
303510,9E 5487,SAV,LGA
303535,WN 775,MDW,EWR
303640,EV 4141,LGA,CLE
303728,WN 1210,MDW,EWR
303822,9E 5453,LGA,BGR
303930,OO 3731,LGA,GSP
303987,EV 4027,CVG,EWR
304090,DL 1851,JFK,LAX
304204,WN 239,MKE,LGA
304309,YX 4407,LGA,SDF
304382,YX 3578,EWR,BNA
304456,EV 4139,EWR,BTV
304586,AA 1859,LGA,MIA
304664,UA 529,OMA,EWR
304972,WN 1660,BNA,EWR
304992,YX 3420,CVG,EWR
305425,WN 3117,LGA,HOU
305433,C5 4900,CLE,EWR
305463,OO 3666,BNA,LGA
305475,UA 713,MIA,EWR
305524,YX 5968,PIT,JFK
305720,DL 967,ROC,JFK
305881,AA 898,LGA,MIA
305956,OO 4187,LGA,CLT
306101,OO 3775,LGA,ORF
306112,9E 3370,LGA,CHS
306175,WN 5437,LGA,HOU
306259,YX 5882,LGA,IND
306285,WN 4048,LGA,MDW
306365,OO 4184,ORD,LGA
306414,C5 4882,EWR,ORF
306535,DL 1990,DTW,LGA
306723,WN 5507,LGA,MKE
306740,WN 4334,BNA,LGA
306770,EV 4368,EWR,CVG
306781,WN 1125,MDW,EWR
306885,OO 4098,LGA,CHS
306895,YX 6005,LGA,DFW
306936,9E 3404,LGA,RIC
307030,WN 2890,EWR,DEN
307089,9E 3360,LGA,SYR
307196,WN 4093,LGA,MDW
307209,9E 3335,SYR,LGA
307290,DL 789,LGA,BOS
307310,OO 3852,DTW,EWR
307378,YX 6126,LGA,MCI
307568,YX 3602,EWR,STL
307609,WN 3014,DEN,EWR
307658,9E 5081,JFK,CLT
307730,EV 4399,EWR,PWM
307798,DL 994,ATL,EWR
307826,C5 4882,EWR,DCA
307936,WN 4502,EWR,BWI
307973,EV 4000,EWR,PIT
308218,G4 1314,EWR,CVG
308379,9E 4762,LGA,ORF
308380,C5 4907,EWR,STL
308524,WN 4826,STL,LGA
308571,9E 5303,BOS,EWR
308651,AA 1695,LGA,RDU
308747,WN 1079,BNA,EWR
308752,YX 6103,LGA,DFW
308932,C5 4939,MKE,EWR
309006,9E 3422,IND,LGA
309250,9E 5417,JFK,RIC
309361,OO 3830,BNA,JFK
309553,9E 3301,LGA,BNA
309574,9E 3324,PIT,LGA
309720,YX 3499,EWR,GRR
309748,C5 4888,RIC,EWR
309750,WN 4478,STL,LGA
309751,WN 2643,STL,EWR
309791,OO 3541,BOS,LGA
309889,OO 3813,LGA,BNA
310006,DL 674,ATL,EWR
310157,YX 3749,EWR,ALB
310250,YX 3741,EWR,GSP
310301,9E 3310,JFK,BOS
310320,OO 4099,ORD,LGA
310321,UA 1595,EWR,BUF
310556,AA 259,PHL,LGA
310615,OO 3829,BHM,LGA
310666,9E 5088,JFK,CLE
310712,OO 3919,LGA,ORD
310781,DL 1160,LGA,FLL
310817,WN 1412,PHX,EWR
310850,OO 3800,JFK,RIC
310867,YX 4330,LGA,RDU
310990,DL 2712,EWR,MSP
311023,9E 3488,LGA,BTV
311028,C5 4955,IAD,LGA
311124,9E 3313,TYS,LGA
311225,C5 4929,EWR,BNA
311320,WN 2642,DEN,LGA
311373,C5 4923,STL,EWR
311462,WN 4770,HOU,LGA
311777,YX 5980,JFK,BOS
311819,C5 4955,EWR,ROC
311845,WN 2613,EWR,AUS
312012,YX 3410,EWR,JAX
312100,UA 1449,BUF,EWR
312133,EV 4046,EWR,PIT
312176,DL 1996,LGA,IAH
312250,AA 2274,DFW,JFK
312366,WN 5823,DEN,LGA
312585,WN 6581,DAL,LGA
312591,9E 5384,LGA,BGR
312738,WN 2514,BNA,LGA
312804,EV 4117,EWR,SYR
312930,9E 4888,IND,LGA
312966,C5 4988,EWR,ROC
313014,YX 3625,EWR,CHS
313233,YX 3599,LGA,IAH
313343,YX 5917,LGA,CHS
313384,9E 5224,LGA,BGR
313421,9E 3429,CLE,JFK
313462,YV 6059,LGA,IAH
313498,WN 2908,EWR,AUS
313553,WN 1884,ATL,LGA
313687,WN 1426,LGA,MDW
313765,WN 4298,LGA,ATL
313801,WN 3440,LGA,ATL
314165,EV 4069,EWR,BTV
314878,MQ 4176,LGA,PIT
314936,YX 3738,PWM,EWR
314939,YX 6050,LGA,BOS
315005,UA 547,ORD,LGA
315012,C5 4887,ROC,EWR
315021,DL 997,LGA,ORD
315024,EV 3985,CMH,EWR
315151,DL 2271,DTW,LGA
315208,DL 2755,JFK,LAS
315305,YX 3497,AUS,EWR
315417,WN 3219,TPA,LGA
315433,C5 4935,EWR,CLE
315765,YX 4335,DCA,LGA
315802,WN 3729,MDW,LGA
315815,DL 2476,FLL,LGA
315875,9E 5238,JFK,ROC
315943,WN 1118,EWR,FLL
315996,WN 4317,ATL,LGA
316028,WN 2196,DAL,LGA
316030,YX 6017,IND,LGA
316161,YX 3413,BUF,EWR
316385,UA 1245,IND,EWR
316480,UA 641,EWR,MSP
316647,9E 3428,CLE,JFK
316662,YX 4365,LGA,SAV
316726,WN 3724,HOU,LGA
316763,YX 5992,RDU,LGA
316983,DL 744,JFK,LAS
317075,C5 4880,EWR,GSP
317117,EV 4377,SYR,EWR
317241,UA 1926,EWR,PBI
317253,AA 2841,DFW,JFK
317307,WN 743,ATL,LGA
317308,OO 3939,LGA,RIC
317375,EV 4101,EWR,BGR
317444,YX 5929,GRR,LGA
317709,WN 6917,LGA,DAL
317753,YX 6031,STL,LGA
317765,DL 2788,LGA,DFW
317811,WN 5500,LGA,ATL
317837,OO 3712,LGA,SYR
317841,WN 5792,STL,LGA
317843,WN 5125,ATL,LGA
317875,9E 5418,LGA,BTV
317989,UA 594,MYR,EWR
318062,YX 5872,LGA,DFW
318111,9E 3339,ORD,JFK
318113,YX 4342,LGA,RDU
318143,9E 3352,LGA,GSO
318458,C5 4933,DAY,EWR
318514,YX 5902,BOS,LGA
318546,EV 3967,CLT,EWR
318571,DL 1816,ATL,LGA
318591,9E 5226,JFK,JAX
318636,YX 6056,IND,LGA
318658,YX 5925,LGA,CMH
318669,OO 5357,ORD,LGA
318679,WN 1460,MDW,EWR
318736,DL 1109,SEA,JFK
318881,9E 6234,EWR,DTW
318890,OO 4941,BOS,JFK
318978,WN 2673,EWR,AUS
319239,C5 4910,JAX,EWR
319256,YX 5901,LGA,BOS
319659,WN 2525,TPA,LGA
319845,9E 3301,JFK,PIT
319857,9E 3468,CLE,JFK
319986,WN 3065,DEN,LGA
320171,AA 123,EWR,CLT
320181,OO 3788,LGA,STL
320192,DL 2904,JFK,CLT
320257,YX 3630,SDF,EWR
320323,9E 3313,BHM,LGA
320374,UA 1677,EWR,MIA
320406,9E 4876,JFK,ORF
320540,YX 5986,RDU,LGA
320582,EV 4241,EWR,PWM
320793,DL 390,JFK,MCO
320886,UA 203,EWR,HDN
320930,AA 1158,EWR,DFW
321001,OO 3581,LGA,PIT
321183,9E 3298,JAX,JFK
321212,OO 3866,LGA,MKE
321291,WN 6382,BNA,LGA
321351,WN 3287,LGA,ATL
321367,DL 1374,MCO,LGA
321781,DL 885,SLC,EWR
321825,OO 3502,LGA,CLT
321883,WN 5065,EWR,DEN
321913,C5 4160,EWR,CVG
321949,YX 5912,LGA,STL
321968,WN 5359,LGA,MDW
322010,DL 1059,MSY,LGA
322066,WN 3951,LGA,HOU
322154,WN 1597,EWR,STL
322521,WN 3867,MKE,LGA
322736,YX 5953,LGA,BOS
322793,9E 3372,BNA,LGA
322801,WN 4340,LGA,ATL
322827,UA 1173,EWR,CLT
322968,WN 2999,LGA,ATL
323100,WN 3430,PHX,EWR
323222,DL 2242,JFK,DTW
323253,9E 3309,CMH,JFK
323273,C5 4932,CLE,EWR
323368,9E 3480,SYR,LGA
323384,YX 6016,LGA,ORF
323445,EV 3981,EWR,ORF
323491,AA 1382,EWR,CLT
323581,UA 722,EWR,PBI
323587,DL 313,BOS,LGA
323682,YX 5882,DCA,LGA
323807,EV 4075,PIT,EWR
323988,EV 4233,DCA,EWR
324109,C5 4936,EWR,SDF
324248,YX 6140,LGA,CLT
324380,9E 5366,RIC,JFK
324460,YX 6018,STL,LGA
324486,OO 3749,LGA,SYR
324507,WN 3129,EWR,DEN
324571,UA 2310,SFO,EWR
324652,DL 2393,SEA,JFK
324670,OH 5531,PIT,LGA
324779,OO 3882,RIC,LGA
324810,AA 1571,LGA,MIA
324836,UA 226,EWR,OMA
324914,WN 3460,MCI,LGA
324923,9E 5290,RDU,LGA
324989,AA 1640,CLT,EWR
325146,YX 3738,EWR,BTV
325177,YX 3753,EWR,BNA
325409,WN 3795,DAL,LGA
325578,YX 4417,LGA,DAB
325651,WN 5409,DAL,LGA
325739,EV 3968,EWR,CLE
325782,C5 4957,EWR,ORF
325873,C5 4919,EWR,CMH
325902,C5 4951,EWR,CMH
326022,DL 2823,JFK,ATL
326058,YX 3732,MEM,EWR
326093,OO 5502,LGA,ORD
326175,9E 4757,LGA,BGR
326208,YX 3429,ORD,LGA
326299,WN 2889,EWR,STL
326402,YX 6064,JFK,BOS
326415,DL 1632,SLC,JFK
326476,UA 1206,EWR,RDU
326483,9E 3484,LGA,STL
326495,WN 4024,MDW,EWR
326601,YX 6009,CLE,LGA
326712,WN 3296,EWR,BNA
326734,OO 3935,LGA,BOS
326769,9E 3342,RSW,LGA
326890,YX 4358,CAE,LGA
326926,OO 3952,LGA,SYR
326977,UA 1627,PHX,EWR
326996,9E 4793,LGA,SYR
327054,9E 5478,ROC,LGA
327301,EV 4435,ALB,EWR
327517,G4 1213,EWR,AVL
327627,AA 2625,ORD,EWR
327721,OO 3962,LGA,BOS
327798,WN 3077,STL,EWR
327820,9E 3440,LGA,CLT
327827,WN 558,EWR,BNA
327923,WN 4389,LGA,DAL
327948,OO 3960,LGA,BNA
328274,WN 3009,BNA,LGA
328283,WN 4692,DEN,LGA
328287,DL 2239,FLL,LGA
328354,DL 767,LGA,MSP
328428,DL 860,JFK,SAT
328448,OO 3626,LGA,SYR
328627,YX 3692,EWR,IND
328770,YX 3523,MEM,EWR
328826,9E 3479,JAX,LGA
328860,9E 3328,JFK,CLE
328900,WN 117,MDW,LGA
328933,YX 3655,GSP,EWR
328962,OO 3593,JFK,PIT
329083,YX 4528,LGA,AGS
329141,AA 708,MSP,LGA
329215,DL 429,DTW,EWR
329398,YX 5949,LGA,BUF
329439,YX 3596,EWR,BUF
329595,WN 3369,EWR,PHX
329657,YX 3534,BGR,EWR
329789,YX 6011,JFK,BOS
329972,WN 4493,EWR,AUS
329995,UA 1482,EWR,IAH
330025,YX 3571,EWR,BGR
330029,YX 3464,EWR,ATL
330138,WN 2985,LGA,STL
330208,WN 3117,EWR,OAK
330328,YX 6126,LGA,CMH
330352,9E 5165,MKE,LGA
330457,WN 6133,LGA,MCI
330468,EV 4392,LGA,ORD
330500,WN 1255,LGA,DEN
330515,AA 1208,LGA,MIA
330670,9E 4062,LGA,CLE
330733,YX 3730,EWR,SYR
330941,YX 5974,CLT,LGA
330942,WN 5525,MDW,EWR
330979,UA 1079,EWR,BTV
331022,WN 2610,LGA,BNA
331152,WN 2635,LGA,BNA
331212,OO 3719,BOS,LGA
331319,C5 4980,EWR,IND
331442,WN 2581,DAL,LGA
331594,OO 3840,MSN,LGA
331605,YX 3523,CMH,EWR
331783,WN 53,MDW,EWR
331821,YX 5951,LGA,RIC
331942,WN 1381,LGA,HOU
332006,OO 3709,BHM,LGA
332055,YX 6112,SDF,LGA
332059,OO 3840,PIT,LGA
332067,YX 3690,SRQ,EWR
332109,UA 1173,EWR,PIT
332127,C5 4923,EWR,GSP
332199,9E 3498,LGA,JAX
332330,9E 5336,LGA,BTV
332359,9E 5035,JFK,DCA
332475,9E 3287,LGA,RIC
332498,DL 2534,LAX,JFK
332508,DL 1539,CMH,LGA
332637,WN 6416,MKE,LGA
332702,YX 5975,RDU,LGA
332744,WN 3788,TPA,LGA
332824,OO 3808,LGA,GSO
332871,9E 3452,CLT,JFK
332908,9E 5061,LGA,PWM
332919,DL 691,DTW,EWR
332973,DL 528,DTW,EWR
333095,OO 4030,LGA,GSO
333195,UA 2263,EWR,CVG
333238,9E 5277,LGA,SAV
333528,AA 2865,JFK,MIA
333677,WN 980,LGA,STL
333910,9E 3319,LGA,CLE
333937,WN 3691,LGA,DEN
333969,YX 3512,EWR,SAV
333981,9E 3327,JFK,ORF
333995,WN 1899,DAL,LGA
334057,YX 4385,LGA,CMH
334202,9E 3409,LGA,BHM
334453,9E 3358,GSP,LGA
334565,YX 3698,MYR,EWR
334667,DL 1456,LGA,RSW
334719,DL 2881,JFK,LAS
334761,YX 5922,LGA,MCI
335031,UA 617,DTW,EWR
335138,9E 4769,CAE,LGA
335289,YX 3512,EWR,MSP
335342,YX 3711,EWR,ATL
335557,YX 4421,SDF,LGA
335682,UA 1803,EWR,ORD
335705,DL 896,JFK,BOS
335777,WN 2872,MCI,LGA
335844,DL 1727,PBI,LGA
335954,DL 938,ATL,EWR
336084,OO 4148,LGA,SAV
336178,DL 1488,JFK,PDX
336434,DL 998,ATL,EWR
336557,9E 5264,BOS,JFK
336582,DL 2171,MIA,LGA
336618,EV 4269,GSP,EWR
336676,DL 2146,MCO,JFK
336764,WN 2887,EWR,MDW
336796,UA 784,EWR,CLE
336846,YX 3410,BTV,EWR
336880,9E 5200,CVG,LGA
336913,YX 4621,PHL,LGA
336945,UA 1423,SFO,EWR
337023,9E 3338,LGA,DSM
337034,YX 4581,PHL,LGA
337040,YX 3588,EWR,STL
337268,WN 5605,LGA,ATL
337313,YX 3576,FLL,EWR
337427,DL 398,LGA,BOS
337480,YX 5884,BOS,LGA
337861,UA 1627,IAD,EWR
337885,WN 2758,LGA,ATL
337964,YX 5907,BNA,LGA
337987,WN 522,STL,LGA
338252,WN 3897,HOU,LGA
338256,AA 646,CLT,JFK
338353,C5 4888,BGR,EWR
338371,DL 2961,JFK,SEA
338556,C5 5017,CAK,EWR
338837,DL 2849,JFK,LAX
338888,YX 6052,LGA,PIT
339203,YX 3733,PBI,EWR
339310,9E 5022,JFK,IAD
339521,DL 883,MSY,LGA
339602,OO 3663,MKE,LGA
339729,WN 1691,ATL,LGA
339793,9E 5012,LGA,MKE
339880,DL 977,EWR,MSP
339891,OO 3628,EWR,MSP
339955,UA 1929,EWR,CVG
340059,AA 232,LGA,CLT
340252,WN 1077,EWR,OAK
340275,WN 4575,LGA,MCO
340294,9E 3379,CLT,LGA
340456,C5 4888,GSP,EWR
340540,UA 1714,SAT,EWR
340545,YX 5929,LGA,BNA
340599,OO 3909,BOS,LGA
340601,WN 735,LGA,ATL
340708,YX 3464,EWR,SRQ
340719,UA 754,EWR,TPA
340805,9E 3331,LGA,RDU
340811,YX 6104,JFK,PIT
340893,B6 1443,EWR,PBI
341019,9E 3360,SYR,LGA
341078,OO 3667,MKE,LGA
341083,9E 5071,LGA,SYR
